fetch_time,d_time,flight_number,price,craft_type
2020-09-23 12:12:54,2020-09-26 08:05:00,CA1477,1690,波音737
2020-09-23 12:12:54,2020-09-26 14:55:00,CZ6902,2210,波音787
2020-09-23 12:12:54,2020-09-26 19:30:00,CZ6910,1950,波音787
2020-09-23 12:12:54,2020-09-26 22:00:00,CZ6912,1690,波音738
2020-09-23 12:12:54,2020-09-26 12:05:00,CZ6908,2210,空客321
2020-09-23 12:12:54,2020-09-26 13:00:00,CZ6906,2210,波音738
2020-09-23 12:12:54,2020-09-26 07:40:00,CZ6931,1640,空客321
2020-09-23 12:12:54,2020-09-26 09:00:00,CZ6904,1950,波音787
2020-09-23 12:12:54,2020-09-26 13:30:00,CZ6921,2210,空客321
2020-09-23 12:13:16,2020-09-27 07:15:00,CA1293,1690,波音737
2020-09-23 12:13:16,2020-09-27 07:40:00,CZ6931,1640,空客321
2020-09-23 12:13:16,2020-09-27 07:50:00,CA1275,1690,波音737
2020-09-23 12:13:16,2020-09-27 09:00:00,CZ6904,1950,波音787
2020-09-23 12:13:16,2020-09-27 09:10:00,CA1901,2000,空客320
2020-09-23 12:13:16,2020-09-27 11:00:00,CA1253,2260,波音737
2020-09-23 12:13:16,2020-09-27 12:05:00,CZ6908,2210,空客321
2020-09-23 12:13:16,2020-09-27 13:00:00,CZ6906,2210,波音738
2020-09-23 12:13:16,2020-09-27 13:30:00,CZ6921,2210,空客321
2020-09-23 12:13:16,2020-09-27 14:55:00,CZ6902,2210,波音787
2020-09-23 12:13:16,2020-09-27 16:00:00,CA1291,2260,空客320
2020-09-23 12:13:16,2020-09-27 19:30:00,CZ6910,1950,波音787
2020-09-23 12:13:16,2020-09-27 20:00:00,CA1295,2000,波音738
2020-09-23 12:13:16,2020-09-27 22:00:00,CZ6912,1690,波音738
2020-09-23 12:13:39,2020-09-28 09:10:00,CA1901,1240,空客321
2020-09-23 12:13:39,2020-09-28 11:20:00,CA1253,1240,波音737
2020-09-23 12:13:39,2020-09-28 07:50:00,CA1275,1040,波音737
2020-09-23 12:13:39,2020-09-28 08:05:00,CA1477,1040,波音737
2020-09-23 12:13:39,2020-09-28 14:55:00,CZ6902,1210,波音787
2020-09-23 12:13:39,2020-09-28 19:30:00,CZ6910,1210,波音787
2020-09-23 12:13:39,2020-09-28 22:00:00,CZ6912,1210,波音738
2020-09-23 12:13:39,2020-09-28 12:05:00,CZ6908,1210,空客321
2020-09-23 12:13:39,2020-09-28 13:00:00,CZ6906,1210,波音738
2020-09-23 12:13:39,2020-09-28 07:40:00,CZ6931,1010,空客321
2020-09-23 12:13:39,2020-09-28 09:00:00,CZ6904,1210,波音787
2020-09-23 12:13:39,2020-09-28 13:30:00,CZ6921,1210,空客321
2020-09-23 12:14:02,2020-09-29 13:30:00,CZ6921,1210,空客321
2020-09-23 12:14:02,2020-09-29 14:55:00,CZ6902,1210,波音787
2020-09-23 12:14:02,2020-09-29 19:30:00,CZ6910,1210,波音787
2020-09-23 12:14:02,2020-09-29 22:00:00,CZ6912,1040,波音738
2020-09-23 12:14:02,2020-09-29 09:00:00,CZ6904,1210,波音787
2020-09-23 12:14:02,2020-09-29 07:40:00,CZ6931,1210,空客321
2020-09-23 12:14:02,2020-09-29 12:05:00,CZ6908,1210,空客321
2020-09-23 12:14:02,2020-09-29 13:00:00,CZ6906,1210,波音738
2020-09-23 12:14:02,2020-09-29 20:00:00,CA1295,1240,波音737
2020-09-23 12:14:02,2020-09-29 09:10:00,CA1901,1240,空客321
2020-09-23 12:14:02,2020-09-29 11:20:00,CA1253,1240,波音737
2020-09-23 12:14:02,2020-09-29 07:15:00,CA1293,1040,波音737
2020-09-23 12:14:02,2020-09-29 08:05:00,CA1477,1040,波音737
2020-09-23 12:14:28,2020-09-30 07:15:00,CA1293,2000,波音737
2020-09-23 12:14:28,2020-09-30 07:40:00,CZ6931,2230,空客321
2020-09-23 12:14:28,2020-09-30 07:50:00,CA1275,2000,波音737
2020-09-23 12:14:28,2020-09-30 09:00:00,CZ6904,2230,波音787
2020-09-23 12:14:28,2020-09-30 09:10:00,CA1901,2000,空客321
2020-09-23 12:14:28,2020-09-30 11:20:00,CA1253,2000,波音737
2020-09-23 12:14:28,2020-09-30 12:05:00,CZ6908,2580,空客320
2020-09-23 12:14:28,2020-09-30 13:00:00,CZ6906,2230,波音738
2020-09-23 12:14:28,2020-09-30 13:30:00,CZ6921,2230,空客321
2020-09-23 12:14:28,2020-09-30 14:55:00,CZ6902,2580,波音787
2020-09-23 12:14:28,2020-09-30 16:00:00,CA1291,2000,波音738
2020-09-23 12:14:28,2020-09-30 19:30:00,CZ6910,2230,波音787
2020-09-23 12:14:28,2020-09-30 22:00:00,CZ6912,2580,波音738
2020-09-23 12:14:51,2020-10-01 07:15:00,CA1293,2000,波音737
2020-09-23 12:14:51,2020-10-01 07:40:00,CZ6931,2230,空客321
2020-09-23 12:14:51,2020-10-01 08:05:00,CA1477,2000,波音737
2020-09-23 12:14:51,2020-10-01 09:00:00,CZ6904,2230,波音787
2020-09-23 12:14:51,2020-10-01 09:10:00,CA1901,2000,空客321
2020-09-23 12:14:51,2020-10-01 11:20:00,CA1253,2000,空客321
2020-09-23 12:14:51,2020-10-01 12:05:00,CZ6908,2580,空客320
2020-09-23 12:14:51,2020-10-01 13:00:00,CZ6906,2230,波音738
2020-09-23 12:14:51,2020-10-01 13:30:00,CZ6921,2230,空客321
2020-09-23 12:14:51,2020-10-01 14:55:00,CZ6902,2230,波音787
2020-09-23 12:14:51,2020-10-01 16:00:00,CA1291,2000,波音737
2020-09-23 12:14:51,2020-10-01 19:30:00,CZ6910,2580,波音787
2020-09-23 12:14:51,2020-10-01 22:00:00,CZ6912,1880,波音738
2020-09-23 12:15:33,2020-10-02 16:00:00,CA1291,1200,空客321
2020-09-23 12:15:33,2020-10-02 09:10:00,CA1901,1200,空客321
2020-09-23 12:15:33,2020-10-02 11:20:00,CA1253,1200,波音737
2020-09-23 12:15:33,2020-10-02 07:50:00,CA1275,1690,波音737
2020-09-23 12:15:33,2020-10-02 08:05:00,CA1477,1200,波音738
2020-09-23 12:15:33,2020-10-02 13:30:00,CZ6921,1240,空客321
2020-09-23 12:15:33,2020-10-02 14:55:00,CZ6902,1240,波音787
2020-09-23 12:15:33,2020-10-02 19:30:00,CZ6910,1240,波音787
2020-09-23 12:15:33,2020-10-02 22:00:00,CZ6912,870,波音738
2020-09-23 12:15:33,2020-10-02 09:00:00,CZ6904,1240,波音787
2020-09-23 12:15:33,2020-10-02 12:05:00,CZ6908,1710,空客320
2020-09-23 12:15:33,2020-10-02 07:40:00,CZ6931,1240,空客321
2020-09-23 12:15:33,2020-10-02 13:00:00,CZ6906,1240,波音738
2020-09-23 12:15:56,2020-10-03 13:30:00,CZ6921,870,空客321
2020-09-23 12:15:56,2020-10-03 14:55:00,CZ6902,870,波音787
2020-09-23 12:15:56,2020-10-03 19:30:00,CZ6910,870,波音787
2020-09-23 12:15:56,2020-10-03 09:00:00,CZ6904,1240,波音787
2020-09-23 12:15:56,2020-10-03 22:00:00,CZ6912,870,波音738
2020-09-23 12:15:56,2020-10-03 12:05:00,CZ6908,1240,空客320
2020-09-23 12:15:56,2020-10-03 07:40:00,CZ6931,1240,空客321
2020-09-23 12:15:56,2020-10-03 13:00:00,CZ6906,870,波音738
2020-09-23 12:15:56,2020-10-03 16:00:00,CA1291,1690,空客319
2020-09-23 12:15:56,2020-10-03 20:00:00,CA1295,700,波音737
2020-09-23 12:15:56,2020-10-03 09:10:00,CA1901,1200,空客320
2020-09-23 12:15:56,2020-10-03 11:20:00,CA1253,1200,波音737
2020-09-23 12:15:56,2020-10-03 07:15:00,CA1293,1200,波音737
2020-09-23 12:15:56,2020-10-03 08:05:00,CA1477,1200,波音737
2020-09-23 12:16:18,2020-10-04 07:15:00,CA1293,1200,波音737
2020-09-23 12:16:18,2020-10-04 07:40:00,CZ6931,620,空客321
2020-09-23 12:16:18,2020-10-04 07:50:00,CA1275,1200,波音737
2020-09-23 12:16:18,2020-10-04 09:00:00,CZ6904,650,波音787
2020-09-23 12:16:18,2020-10-04 09:10:00,CA1901,1690,空客320
2020-09-23 12:16:18,2020-10-04 11:00:00,CA1253,700,空客321
2020-09-23 12:16:18,2020-10-04 12:05:00,CZ6908,650,空客320
2020-09-23 12:16:18,2020-10-04 13:00:00,CZ6906,680,波音738
2020-09-23 12:16:18,2020-10-04 13:30:00,CZ6921,680,空客320
2020-09-23 12:16:18,2020-10-04 14:55:00,CZ6902,680,波音787
2020-09-23 12:16:18,2020-10-04 16:00:00,CA1291,520,空客321
2020-09-23 12:16:18,2020-10-04 19:30:00,CZ6910,650,波音787
2020-09-23 12:16:18,2020-10-04 20:00:00,CA1295,520,波音738
2020-09-23 12:16:18,2020-10-04 22:00:00,CZ6912,600,波音738
2020-09-23 12:16:40,2020-10-05 07:40:00,CZ6931,620,空客321
2020-09-23 12:16:40,2020-10-05 07:50:00,CA1275,700,波音737
2020-09-23 12:16:40,2020-10-05 08:05:00,CA1477,700,波音737
2020-09-23 12:16:40,2020-10-05 09:00:00,CZ6904,650,波音787
2020-09-23 12:16:40,2020-10-05 09:10:00,CA1901,700,空客321
2020-09-23 12:16:40,2020-10-05 11:20:00,CA1253,950,空客321
2020-09-23 12:16:40,2020-10-05 12:05:00,CZ6908,650,空客320
2020-09-23 12:16:40,2020-10-05 13:00:00,CZ6906,680,波音738
2020-09-23 12:16:40,2020-10-05 13:30:00,CZ6921,680,空客321
2020-09-23 12:16:40,2020-10-05 14:55:00,CZ6902,680,波音787
2020-09-23 12:16:40,2020-10-05 19:30:00,CZ6910,650,波音787
2020-09-23 12:16:40,2020-10-05 22:00:00,CZ6912,600,波音738
2020-09-23 12:17:01,2020-10-06 07:15:00,CA1293,520,波音737
2020-09-23 12:17:01,2020-10-06 07:40:00,CZ6931,620,空客321
2020-09-23 12:17:01,2020-10-06 08:05:00,CA1477,520,波音737
2020-09-23 12:17:01,2020-10-06 09:00:00,CZ6904,650,波音787
2020-09-23 12:17:01,2020-10-06 09:10:00,CA1901,520,空客321
2020-09-23 12:17:01,2020-10-06 11:20:00,CA1253,520,空客320
2020-09-23 12:17:01,2020-10-06 12:05:00,CZ6908,870,空客320
2020-09-23 12:17:01,2020-10-06 13:00:00,CZ6906,680,波音738
2020-09-23 12:17:01,2020-10-06 13:30:00,CZ6921,680,空客321
2020-09-23 12:17:01,2020-10-06 14:55:00,CZ6902,680,波音787
2020-09-23 12:17:01,2020-10-06 19:30:00,CZ6910,650,波音787
2020-09-23 12:17:01,2020-10-06 20:00:00,CA1295,520,波音738
2020-09-23 12:17:01,2020-10-06 22:00:00,CZ6912,600,波音738
2020-09-23 14:32:21,2020-09-23 22:00:00,CZ6912,3480,波音738
2020-09-23 14:32:21,2020-09-23 19:30:00,CZ6910,3480,波音787
2020-09-23 14:32:45,2020-09-24 16:00:00,CA1291,2260,波音737
2020-09-23 14:32:45,2020-09-24 09:10:00,CA1901,2000,空客320
2020-09-23 14:32:45,2020-09-24 11:20:00,CA1253,2260,波音738
2020-09-23 14:32:45,2020-09-24 07:15:00,CA1293,1690,波音737
2020-09-23 14:32:45,2020-09-24 08:05:00,CA1477,2480,波音738
2020-09-23 14:32:45,2020-09-24 14:55:00,CZ6902,2210,波音787
2020-09-23 14:32:45,2020-09-24 19:30:00,CZ6910,2400,波音787
2020-09-23 14:32:45,2020-09-24 22:00:00,CZ6912,1690,波音738
2020-09-23 14:32:45,2020-09-24 12:05:00,CZ6908,2210,空客321
2020-09-23 14:32:45,2020-09-24 13:00:00,CZ6906,2210,波音738
2020-09-23 14:32:45,2020-09-24 07:40:00,CZ6931,1640,空客321
2020-09-23 14:32:45,2020-09-24 09:00:00,CZ6904,1950,波音787
2020-09-23 14:32:45,2020-09-24 13:30:00,CZ6921,2210,空客320
2020-09-23 14:34:42,2020-09-25 13:30:00,CZ6921,2210,空客321
2020-09-23 14:34:42,2020-09-25 14:55:00,CZ6902,2210,波音787
2020-09-23 14:34:42,2020-09-25 19:30:00,CZ6910,2400,波音787
2020-09-23 14:34:42,2020-09-25 22:00:00,CZ6912,1690,波音738
2020-09-23 14:34:42,2020-09-25 12:05:00,CZ6908,2210,空客321
2020-09-23 14:34:42,2020-09-25 13:00:00,CZ6906,2210,波音738
2020-09-23 14:34:42,2020-09-25 07:40:00,CZ6931,1640,空客320
2020-09-23 14:34:42,2020-09-25 09:00:00,CZ6904,1950,波音787
2020-09-23 14:34:42,2020-09-25 16:00:00,CA1291,2260,波音738
2020-09-23 14:34:42,2020-09-25 09:10:00,CA1901,2000,空客320
2020-09-23 14:34:42,2020-09-25 11:20:00,CA1253,2260,波音737
2020-09-23 14:34:42,2020-09-25 07:50:00,CA1275,1690,波音737
2020-09-23 14:34:42,2020-09-25 08:05:00,CA1477,1690,波音738
2020-09-23 16:00:04,2020-09-23 22:00:00,CZ6912,3480,波音738
2020-09-23 16:00:04,2020-09-23 19:30:00,CZ6910,3480,波音787
2020-09-23 16:00:26,2020-09-24 16:00:00,CA1291,2260,波音737
2020-09-23 16:00:26,2020-09-24 09:10:00,CA1901,2000,空客320
2020-09-23 16:00:26,2020-09-24 11:20:00,CA1253,2480,波音738
2020-09-23 16:00:26,2020-09-24 07:15:00,CA1293,2000,波音737
2020-09-23 16:00:26,2020-09-24 08:05:00,CA1477,2480,波音738
2020-09-23 16:00:26,2020-09-24 14:55:00,CZ6902,2210,波音787
2020-09-23 16:00:26,2020-09-24 19:30:00,CZ6910,2400,波音787
2020-09-23 16:00:26,2020-09-24 22:00:00,CZ6912,1690,波音738
2020-09-23 16:00:26,2020-09-24 12:05:00,CZ6908,2210,空客321
2020-09-23 16:00:26,2020-09-24 13:00:00,CZ6906,2210,波音738
2020-09-23 16:00:26,2020-09-24 07:40:00,CZ6931,1640,空客321
2020-09-23 16:00:26,2020-09-24 09:00:00,CZ6904,1950,波音787
2020-09-23 16:00:26,2020-09-24 13:30:00,CZ6921,2210,空客320
2020-09-23 16:00:50,2020-09-25 13:30:00,CZ6921,2210,空客321
2020-09-23 16:00:50,2020-09-25 14:55:00,CZ6902,2210,波音787
2020-09-23 16:00:50,2020-09-25 19:30:00,CZ6910,2400,波音787
2020-09-23 16:00:50,2020-09-25 22:00:00,CZ6912,1690,波音738
2020-09-23 16:00:50,2020-09-25 12:05:00,CZ6908,2210,空客321
2020-09-23 16:00:50,2020-09-25 13:00:00,CZ6906,2210,波音738
2020-09-23 16:00:50,2020-09-25 07:40:00,CZ6931,1640,空客320
2020-09-23 16:00:50,2020-09-25 09:00:00,CZ6904,1950,波音787
2020-09-23 16:00:50,2020-09-25 16:00:00,CA1291,2260,波音738
2020-09-23 16:00:50,2020-09-25 09:10:00,CA1901,2000,空客320
2020-09-23 16:00:50,2020-09-25 11:20:00,CA1253,2260,波音737
2020-09-23 16:00:50,2020-09-25 07:50:00,CA1275,1690,波音737
2020-09-23 16:00:50,2020-09-25 08:05:00,CA1477,1690,波音738
2020-09-23 20:13:58,2020-09-23 22:00:00,CZ6912,3480,波音738
2020-09-23 20:14:21,2020-09-24 16:00:00,CA1291,2480,波音737
2020-09-23 20:14:21,2020-09-24 09:10:00,CA1901,2000,空客320
2020-09-23 20:14:21,2020-09-24 11:20:00,CA1253,2950,波音737
2020-09-23 20:14:21,2020-09-24 07:15:00,CA1293,2220,波音737
2020-09-23 20:14:21,2020-09-24 08:05:00,CA1477,2540,波音738
2020-09-23 20:14:21,2020-09-24 19:30:00,CZ6910,2400,波音787
2020-09-23 20:14:21,2020-09-24 22:00:00,CZ6912,1690,波音738
2020-09-23 20:14:21,2020-09-24 12:05:00,CZ6908,2210,空客321
2020-09-23 20:14:21,2020-09-24 13:00:00,CZ6906,2210,波音738
2020-09-23 20:14:21,2020-09-24 07:40:00,CZ6931,1640,空客321
2020-09-23 20:14:21,2020-09-24 09:00:00,CZ6904,1950,波音787
2020-09-23 20:14:21,2020-09-24 14:55:00,CZ6902,2210,波音787
2020-09-23 20:14:49,2020-09-25 13:30:00,CZ6921,2210,空客321
2020-09-23 20:14:49,2020-09-25 14:55:00,CZ6902,2210,波音787
2020-09-23 20:14:49,2020-09-25 19:30:00,CZ6910,2400,波音787
2020-09-23 20:14:49,2020-09-25 22:00:00,CZ6912,1690,波音738
2020-09-23 20:14:49,2020-09-25 12:05:00,CZ6908,2210,空客321
2020-09-23 20:14:49,2020-09-25 13:00:00,CZ6906,2210,波音738
2020-09-23 20:14:49,2020-09-25 07:40:00,CZ6931,1640,空客320
2020-09-23 20:14:49,2020-09-25 09:00:00,CZ6904,1950,波音787
2020-09-23 20:14:49,2020-09-25 16:00:00,CA1291,2260,波音738
2020-09-23 20:14:49,2020-09-25 09:10:00,CA1901,2000,空客320
2020-09-23 20:14:49,2020-09-25 11:20:00,CA1253,2480,波音737
2020-09-23 20:14:49,2020-09-25 07:50:00,CA1275,1690,波音737
2020-09-23 20:14:49,2020-09-25 08:05:00,CA1477,2480,波音738
2020-09-24 08:22:17,2020-09-24 16:00:00,CA1291,2260,波音737
2020-09-24 08:22:17,2020-09-24 11:20:00,CA1253,2950,波音737
2020-09-24 08:22:17,2020-09-24 19:30:00,CZ6910,2400,波音787
2020-09-24 08:22:17,2020-09-24 22:00:00,CZ6912,1690,波音738
2020-09-24 08:22:17,2020-09-24 12:05:00,CZ6908,2210,空客321
2020-09-24 08:22:17,2020-09-24 13:00:00,CZ6906,2210,波音738
2020-09-24 08:22:17,2020-09-24 09:00:00,CZ6904,1950,波音787
2020-09-24 08:22:17,2020-09-24 14:55:00,CZ6902,2210,波音787
2020-09-24 08:22:58,2020-09-25 07:40:00,CZ6931,1640,空客320
2020-09-24 08:22:58,2020-09-25 07:50:00,CA1275,2000,波音737
2020-09-24 08:22:58,2020-09-25 08:05:00,CA1477,2480,波音738
2020-09-24 08:22:58,2020-09-25 09:00:00,CZ6904,1950,波音787
2020-09-24 08:22:58,2020-09-25 09:10:00,CA1901,2000,空客320
2020-09-24 08:22:58,2020-09-25 11:20:00,CA1253,2480,波音737
2020-09-24 08:22:58,2020-09-25 12:05:00,CZ6908,2210,空客321
2020-09-24 08:22:58,2020-09-25 13:00:00,CZ6906,2210,波音738
2020-09-24 08:22:58,2020-09-25 13:30:00,CZ6921,2210,空客321
2020-09-24 08:22:58,2020-09-25 14:55:00,CZ6902,2210,波音787
2020-09-24 08:22:58,2020-09-25 16:00:00,CA1291,2260,波音738
2020-09-24 08:22:58,2020-09-25 19:30:00,CZ6910,2400,波音787
2020-09-24 08:22:58,2020-09-25 22:00:00,CZ6912,1690,波音738
2020-09-24 08:23:43,2020-09-26 16:00:00,CA1291,2260,波音737
2020-09-24 08:23:43,2020-09-26 20:00:00,CA1295,2000,波音737
2020-09-24 08:23:43,2020-09-26 09:10:00,CA1901,2000,空客320
2020-09-24 08:23:43,2020-09-26 11:20:00,CA1253,2260,波音737
2020-09-24 08:23:43,2020-09-26 07:15:00,CA1293,1690,波音737
2020-09-24 08:23:43,2020-09-26 08:05:00,CA1477,1690,波音737
2020-09-24 08:23:43,2020-09-26 14:55:00,CZ6902,2210,波音787
2020-09-24 08:23:43,2020-09-26 19:30:00,CZ6910,2400,波音787
2020-09-24 08:23:43,2020-09-26 22:00:00,CZ6912,1690,波音738
2020-09-24 08:23:43,2020-09-26 12:05:00,CZ6908,2210,空客321
2020-09-24 08:23:43,2020-09-26 13:00:00,CZ6906,2210,波音738
2020-09-24 08:23:43,2020-09-26 07:40:00,CZ6931,1640,空客321
2020-09-24 08:23:43,2020-09-26 09:00:00,CZ6904,1950,波音787
2020-09-24 08:23:43,2020-09-26 13:30:00,CZ6921,2210,空客321
2020-09-24 08:24:35,2020-09-27 07:15:00,CA1293,1690,波音737
2020-09-24 08:24:35,2020-09-27 07:40:00,CZ6931,1640,空客321
2020-09-24 08:24:35,2020-09-27 07:50:00,CA1275,1690,波音737
2020-09-24 08:24:35,2020-09-27 09:00:00,CZ6904,1950,波音787
2020-09-24 08:24:35,2020-09-27 09:10:00,CA1901,2000,空客320
2020-09-24 08:24:35,2020-09-27 11:00:00,CA1253,2260,波音737
2020-09-24 08:24:35,2020-09-27 12:05:00,CZ6908,2210,空客321
2020-09-24 08:24:35,2020-09-27 13:00:00,CZ6906,2210,波音738
2020-09-24 08:24:35,2020-09-27 13:30:00,CZ6921,2210,空客321
2020-09-24 08:24:35,2020-09-27 14:55:00,CZ6902,2210,波音787
2020-09-24 08:24:35,2020-09-27 16:00:00,CA1291,2260,空客320
2020-09-24 08:24:35,2020-09-27 19:30:00,CZ6910,2400,波音787
2020-09-24 08:24:35,2020-09-27 20:00:00,CA1295,2000,波音738
2020-09-24 08:24:35,2020-09-27 22:00:00,CZ6912,1690,波音738
2020-09-24 08:25:24,2020-09-28 09:10:00,CA1901,1240,空客321
2020-09-24 08:25:24,2020-09-28 11:20:00,CA1253,1240,波音737
2020-09-24 08:25:24,2020-09-28 07:50:00,CA1275,1040,波音737
2020-09-24 08:25:24,2020-09-28 08:05:00,CA1477,1240,波音737
2020-09-24 08:25:24,2020-09-28 14:55:00,CZ6902,1210,波音787
2020-09-24 08:25:24,2020-09-28 19:30:00,CZ6910,1210,波音787
2020-09-24 08:25:24,2020-09-28 22:00:00,CZ6912,1210,波音738
2020-09-24 08:25:24,2020-09-28 12:05:00,CZ6908,1210,空客321
2020-09-24 08:25:24,2020-09-28 13:00:00,CZ6906,1210,波音738
2020-09-24 08:25:24,2020-09-28 07:40:00,CZ6931,1640,空客321
2020-09-24 08:25:24,2020-09-28 09:00:00,CZ6904,1210,波音787
2020-09-24 08:25:24,2020-09-28 13:30:00,CZ6921,1210,空客321
2020-09-24 08:26:10,2020-09-29 13:30:00,CZ6921,1210,空客321
2020-09-24 08:26:10,2020-09-29 14:55:00,CZ6902,1210,波音787
2020-09-24 08:26:10,2020-09-29 19:30:00,CZ6910,1710,波音787
2020-09-24 08:26:10,2020-09-29 22:00:00,CZ6912,1210,波音738
2020-09-24 08:26:10,2020-09-29 09:00:00,CZ6904,1210,波音787
2020-09-24 08:26:10,2020-09-29 07:40:00,CZ6931,1210,空客321
2020-09-24 08:26:10,2020-09-29 12:05:00,CZ6908,1210,空客321
2020-09-24 08:26:10,2020-09-29 13:00:00,CZ6906,1210,波音738
2020-09-24 08:26:10,2020-09-29 20:00:00,CA1295,1240,波音737
2020-09-24 08:26:10,2020-09-29 09:10:00,CA1901,1240,空客321
2020-09-24 08:26:10,2020-09-29 11:20:00,CA1253,1240,波音737
2020-09-24 08:26:10,2020-09-29 07:15:00,CA1293,1240,波音737
2020-09-24 08:26:10,2020-09-29 08:05:00,CA1477,1240,波音737
2020-09-24 08:26:52,2020-09-30 16:00:00,CA1291,2000,波音738
2020-09-24 08:26:52,2020-09-30 09:10:00,CA1901,2000,空客321
2020-09-24 08:26:52,2020-09-30 11:20:00,CA1253,2000,波音737
2020-09-24 08:26:52,2020-09-30 07:15:00,CA1293,2000,波音737
2020-09-24 08:26:52,2020-09-30 07:50:00,CA1275,2000,波音737
2020-09-24 08:26:52,2020-09-30 14:55:00,CZ6902,2580,波音787
2020-09-24 08:26:52,2020-09-30 19:30:00,CZ6910,1950,波音787
2020-09-24 08:26:52,2020-09-30 22:00:00,CZ6912,2580,波音738
2020-09-24 08:26:52,2020-09-30 12:05:00,CZ6908,2210,空客320
2020-09-24 08:26:52,2020-09-30 13:00:00,CZ6906,2210,波音738
2020-09-24 08:26:52,2020-09-30 07:40:00,CZ6931,2230,空客321
2020-09-24 08:26:52,2020-09-30 09:00:00,CZ6904,1950,波音787
2020-09-24 08:26:52,2020-09-30 13:30:00,CZ6921,2210,空客321
2020-09-24 14:16:50,2020-09-24 16:00:00,CA1291,2260,波音737
2020-09-24 14:16:50,2020-09-24 19:30:00,CZ6910,2000,波音787
2020-09-24 14:16:50,2020-09-24 22:00:00,CZ6912,1690,波音738
2020-09-24 14:16:50,2020-09-24 14:55:00,CZ6902,2210,波音787
2020-09-24 14:17:22,2020-09-25 13:30:00,CZ6921,2210,空客321
2020-09-24 14:17:22,2020-09-25 14:55:00,CZ6902,2210,波音787
2020-09-24 14:17:22,2020-09-25 19:30:00,CZ6910,2000,波音787
2020-09-24 14:17:22,2020-09-25 22:00:00,CZ6912,1690,波音738
2020-09-24 14:17:22,2020-09-25 12:05:00,CZ6908,2210,空客321
2020-09-24 14:17:22,2020-09-25 13:00:00,CZ6906,2210,波音738
2020-09-24 14:17:22,2020-09-25 07:40:00,CZ6931,1640,空客320
2020-09-24 14:17:22,2020-09-25 09:00:00,CZ6904,1950,波音787
2020-09-24 14:17:22,2020-09-25 16:00:00,CA1291,2260,波音738
2020-09-24 14:17:22,2020-09-25 09:10:00,CA1901,2000,空客320
2020-09-24 14:17:22,2020-09-25 11:20:00,CA1253,2260,波音737
2020-09-24 14:17:22,2020-09-25 07:50:00,CA1275,1690,波音737
2020-09-24 14:17:22,2020-09-25 08:05:00,CA1477,1690,波音738
2020-09-24 14:17:55,2020-09-26 07:15:00,CA1293,1690,波音737
2020-09-24 14:17:55,2020-09-26 07:40:00,CZ6931,1640,空客321
2020-09-24 14:17:55,2020-09-26 08:05:00,CA1477,1690,波音737
2020-09-24 14:17:55,2020-09-26 09:00:00,CZ6904,1950,波音787
2020-09-24 14:17:55,2020-09-26 09:10:00,CA1901,2000,空客320
2020-09-24 14:17:55,2020-09-26 11:20:00,CA1253,2260,波音737
2020-09-24 14:17:55,2020-09-26 12:05:00,CZ6908,2210,空客321
2020-09-24 14:17:55,2020-09-26 13:00:00,CZ6906,2210,波音738
2020-09-24 14:17:55,2020-09-26 13:30:00,CZ6921,2210,空客321
2020-09-24 14:17:55,2020-09-26 14:55:00,CZ6902,2210,波音787
2020-09-24 14:17:55,2020-09-26 16:00:00,CA1291,2260,波音737
2020-09-24 14:17:55,2020-09-26 19:30:00,CZ6910,2000,波音787
2020-09-24 14:17:55,2020-09-26 20:00:00,CA1295,2000,波音737
2020-09-24 14:17:55,2020-09-26 22:00:00,CZ6912,1690,波音738
2020-09-24 14:18:26,2020-09-27 16:00:00,CA1291,2260,空客320
2020-09-24 14:18:26,2020-09-27 20:00:00,CA1295,2000,波音738
2020-09-24 14:18:26,2020-09-27 09:10:00,CA1901,2000,空客320
2020-09-24 14:18:26,2020-09-27 11:00:00,CA1253,2260,波音737
2020-09-24 14:18:26,2020-09-27 07:15:00,CA1293,1690,波音737
2020-09-24 14:18:26,2020-09-27 07:50:00,CA1275,1690,波音737
2020-09-24 14:18:26,2020-09-27 14:55:00,CZ6902,2210,波音787
2020-09-24 14:18:26,2020-09-27 19:30:00,CZ6910,2000,波音787
2020-09-24 14:18:26,2020-09-27 22:00:00,CZ6912,1690,波音738
2020-09-24 14:18:26,2020-09-27 12:05:00,CZ6908,2210,空客321
2020-09-24 14:18:26,2020-09-27 07:40:00,CZ6931,1640,空客321
2020-09-24 14:18:26,2020-09-27 09:00:00,CZ6904,1950,波音787
2020-09-24 14:18:26,2020-09-27 13:00:00,CZ6906,2210,波音738
2020-09-24 14:18:26,2020-09-27 13:30:00,CZ6921,2210,空客321
2020-09-24 14:18:58,2020-09-28 07:40:00,CZ6931,1640,空客321
2020-09-24 14:18:58,2020-09-28 07:50:00,CA1275,1690,波音737
2020-09-24 14:18:58,2020-09-28 08:05:00,CA1477,1690,波音737
2020-09-24 14:18:58,2020-09-28 09:00:00,CZ6904,1950,波音787
2020-09-24 14:18:58,2020-09-28 09:10:00,CA1901,2000,空客321
2020-09-24 14:18:58,2020-09-28 11:20:00,CA1253,2260,波音737
2020-09-24 14:18:58,2020-09-28 12:05:00,CZ6908,2210,空客321
2020-09-24 14:18:58,2020-09-28 13:00:00,CZ6906,2210,波音738
2020-09-24 14:18:58,2020-09-28 13:30:00,CZ6921,2210,空客321
